ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type,Loc,time
6503,50.203,12.4517,-9.854,318151.7208216374,5564309.549335463,-9854.0,2008,10,7,13,35,0,0.62,0,176.0,47.09,-19.57,279.61,75.8,-135.39,302.16,-40.91,48.45,-17.94,1,,,2008-10-07 13:35:00
6505,50.2028,12.4506,-10.211,318072.4728662318,5564290.000015916,-10211.0,2008,10,7,15,1,0,0.73,0,162.79,70.55,-29.72,263.55,62.13,-157.88,149.06,34.47,55.3,5.46,1,,,2008-10-07 15:01:00
6506,50.2018,12.4524,-9.948,318197.1069975522,5564174.439253589,-9948.0,2008,10,7,15,1,0,1.3,0,272.08,53.83,-132.71,149.49,53.62,-47.15,149.07,56.8,59.26,-0.12,1,,,2008-10-07 15:01:00
6511,50.2029,12.4518,-9.861,318158.47591633594,5564298.188486917,-9861.0,2008,10,7,17,3,0,0.67,0,197.32,56.06,-16.41,296.66,76.44,-144.95,107.69,34.09,26.85,-13.24,1,,,2008-10-07 17:03:00
20080069,50.204,12.4519,-9.783,318169.79233483353,5564420.230079519,-9783.0,2008,10,7,17,24,0,0.94,0,199.79,53.9,-27.04,306.52,68.45,-140.69,101.44,42.56,199.83,9.03,1,,,2008-10-07 17:24:00
6515,50.2043,12.4519,-9.807,318170.93267070665,5564453.580690927,-9807.0,2008,10,7,17,58,0,0.99,0,273.9,70.86,-147.99,172.31,59.94,-22.26,133.82,35.87,228.93,7.02,1,,,2008-10-07 17:58:00
6520,50.2047,12.4516,-9.822,318151.04824319406,5564498.780107277,-9822.0,2008,10,7,19,20,0,2.3,0,283.81,66.2,-144.9,177.98,58.26,-28.33,306.34,-41.1,220.69,4.97,1,,,2008-10-07 19:20:00
20080072,50.2044,12.4512,-9.79,318121.36774424894,5564466.405541208,-9790.0,2008,10,7,19,27,0,0.57,0,289.38,72.89,-151.61,190.34,62.97,-19.28,117.78,31.96,31.86,-6.51,1,,,2008-10-07 19:27:00
6531,50.206,12.4512,-9.907,318127.45130170265,5564644.275477214,-9907.0,2008,10,7,19,34,0,0.7,0,159.6,86.11,-22.37,251.2,67.68,-175.79,156.82,18.45,62.5,12.74,1,,,2008-10-07 19:34:00
20080074,50.2055,12.4527,-9.884,318232.57280157245,5564585.031762617,-9884.0,2008,10,7,19,35,0,0.68,0,247.39,65.56,-160.35,148.99,72.18,-25.76,163.29,30.6,250.71,-4.36,1,,,2008-10-07 19:35:00
