ID,LAT,LON,DEPTH,X,Y,Z,YR,MO,DY,HR,MI,SC,MAG,A,Strike1,Dip1,Rake1,Strike2,Dip2,Rake2,Pazim,Pdip,Tazim,Tdip,Q,Type
KP202309081604,47.739446,8.903984,9.126,709908,288677,-9126.0,2023,9,8,16,4,19.2,2.51,2,280,59,-154,176,68,-34,135,39,230,6,2,SS
KP202309120416,47.738711,8.904528,9.011,709951,288597,-9011.0,2023,9,12,4,16,9.7,2.42,2,265,65,-152,162,65,-28,124,37,34,0,2,SS
KP202309221347,47.741867,8.904976,8.777,709978,288948,-8777.0,2023,9,22,13,47,44.2,2.65,2,284,37,-156,175,76,-56,121,48,239,23,2,SS
KP202309240507,47.367724,6.915554,5.145,560490,246453,-5145.0,2023,9,24,5,7,13.1,3.14,2,99,72,-170,6,81,-18,321,20,53,6,1,SS
KP202311241902,47.343308,7.459425,18.3,601572,243606,-18300.0,2023,11,24,19,2,27.7,2.2,0,320,69,-151,218,63,-24,181,35,88,4,2,SS
KP202312291704,47.578132,7.342299,10.951,592753,269719,-10951.0,2023,12,29,17,4,55.3,2.51,0,296,58,-161,195,74,-34,151,35,248,10,2,SS
KP202401040638,46.820322,7.998453,5.388,642720,185615,-5388.0,2024,1,4,6,38,22.8,2.86,0,47,24,74,244,67,97,329,21,168,68,2,TF
KP202401100116,47.866573,7.650484,17.02,615854,301810,-17020.0,2024,1,10,1,16,13.5,2.19,0,288,37,-127,151,61,-66,104,65,224,13,1,ON
KP202401150231,47.740035,8.903446,8.624,709867,288742,-8624.0,2024,1,15,2,31,44.1,2.28,0,293,67,-179,203,89,-23,155,16,250,15,1,SS
KP202401181410,46.745417,9.626232,5.464,767149,179466,-5464.0,2024,1,18,14,10,9.2,3.07,0,112,48,-144,356,64,-49,315,52,57,10,1,ON
KP202402270121,47.365373,6.915189,5.135,560461,246192,-5135.0,2024,2,27,1,21,42.8,3.44,2,99,73,-175,8,85,-17,323,15,55,8,1,SS
KP202403080103,46.204971,7.313309,7.952,590326,117065,-7952.0,2024,3,8,1,3,32.0,1.39,0,222,76,-151,124,62,-16,86,30,350,9,2,SS
KP202403082258,47.671646,7.468376,12.824,602235,280113,-12824.0,2024,3,8,22,58,40.5,1.91,0,107,78,-180,17,90,-12,332,9,63,8,1,SS
KP202403100855,46.756489,9.277465,6.761,740477,180013,-6761.0,2024,3,10,8,55,55.5,1.59,0,229,35,144,349,70,60,101,20,222,55,2,OT
KP202403151121,46.177637,7.412961,6.418,598017,114019,-6418.0,2024,3,15,11,21,41.6,1.65,0,55,55,-127,288,49,-49,266,60,170,3,2,ON
KP202403180035,46.317558,7.339889,2.995,592394,129578,-2995.0,2024,3,18,0,35,48.2,2.13,1,276,70,-160,179,71,-21,137,28,227,1,2,SS
KP202403181552,46.401935,8.535724,8.209,684368,139542,-8209.0,2024,3,18,15,52,47.8,3.1,0,245,86,-161,154,72,-4,111,16,18,10,2,SS
KP202403271445,45.968788,7.942032,9.219,639021,90927,-9219.0,2024,3,27,14,45,57.8,2.6,0,254,57,-159,152,72,-34,109,37,206,10,1,SS
KP202404170351,47.762404,7.405004,18.556,597480,290205,-18556.0,2024,4,17,3,51,15.0,2.77,0,91,80,-176,360,86,-10,315,9,46,4,2,SS
KP202404172028,47.753367,8.925402,19.23,711485,290255,-19230.0,2024,4,17,20,28,16.9,2.94,0,131,80,-145,34,56,-12,359,31,258,16,1,ON
KP202404220135,46.839541,6.739989,0.683,546705,187838,-683.0,2024,4,22,1,35,55.3,3.78,2,86,82,177,176,87,8,311,4,41,8,1,SS
KP202405021204,46.294319,8.260079,3.776,663296,127321,-3776.0,2024,5,2,12,4,29.9,2.49,0,260,42,-102,95,49,-80,60,81,178,4,1,NF
KP202405061139,46.775291,7.223402,2.618,583561,180480,-2618.0,2024,5,6,11,39,16.0,2.79,0,261,84,-167,169,77,-6,126,13,35,5,2,SS
KP202405092125,46.038027,7.360512,6.82,593951,98502,-6820.0,2024,5,9,21,25,57.8,3.72,0,42,80,-150,306,61,-12,268,28,171,13,1,ON
KP202405211738,47.6718,7.468815,12.774,602268,280130,-12774.0,2024,5,21,17,38,38.2,2.8,0,280,88,175,11,85,2,326,2,235,5,1,SS
KP202406040034,47.05168,8.863604,-0.983,708268,212166,983.0,2024,6,4,0,34,32.7,4.42,0,49,39,121,191,57,67,297,10,53,69,1,OT
KP202406070436,45.928103,6.240066,4.986,507022,86991,-4986.0,2024,6,7,4,36,40.7,3.1,0,247,75,125,357,37,24,311,23,194,48,1,OT
KP202406080744,46.03913,7.357884,6.915,593747,98625,-6915.0,2024,6,8,7,44,7.6,2.77,0,50,65,-146,305,60,-29,269,41,176,3,2,ON
KP202406111939,46.36416,7.561834,6.503,609481,134761,-6503.0,2024,6,11,19,39,49.1,2.2,0,267,89,-139,176,49,-1,139,28,33,27,2,ON
KP202406270106,47.699652,7.965589,7.197,639557,283359,-7197.0,2024,6,27,1,6,52.1,4.25,1,117,75,-148,18,59,-18,341,33,244,11,1,ON
KP202407311647,47.247122,9.487684,1.502,755109,234937,-1502.0,2024,7,31,16,47,25.2,2.45,0,107,38,100,274,52,82,10,7,146,80,2,TF
KP202408120029,47.372965,6.914935,5.496,560447,247036,-5496.0,2024,8,12,0,29,44.7,2.2,0,264,66,126,23,43,37,328,13,219,54,1,OT
KP202408141110,47.366136,6.914795,5.454,560431,246277,-5454.0,2024,8,14,11,10,4.3,2.59,2,97,72,168,191,78,19,323,4,55,21,2,SS
KP202408161044,46.227801,7.8648,2.973,632878,119684,-2973.0,2024,8,16,10,44,35.5,1.89,0,83,33,-130,307,66,-68,253,63,21,18,1,ON
KP202408170100,47.216961,9.621474,1.346,765327,231858,-1346.0,2024,8,17,1,0,7.9,2.52,0,105,49,130,233,55,53,348,3,84,61,2,OT
KP202408180305,46.405852,7.490189,3.614,603964,139390,-3614.0,2024,8,18,3,5,1.6,1.89,1,106,75,-160,11,70,-16,329,25,238,3,2,SS
KP202408191035,46.414513,7.536506,2.085,607524,140356,-2085.0,2024,8,19,10,35,57.3,2.17,1,308,50,-159,204,74,-42,158,40,261,15,1,SS
KP202408241056,47.586434,8.972486,20.86,715378,271765,-20860.0,2024,8,24,10,56,48.6,1.55,0,332,60,-100,172,32,-73,217,73,70,14,1,NF
KP202408300513,46.409413,7.550561,3.313,608606,139790,-3313.0,2024,8,30,5,13,27.8,1.71,1,310,50,-126,179,52,-55,154,63,245,1,2,ON
KP202409021626,46.397394,7.444631,2.837,600461,138448,-2837.0,2024,9,2,16,26,59.5,1.81,0,239,75,153,337,64,17,290,7,196,30,2,SS
KP202409040129,47.132075,7.177318,11.507,580174,220155,-11507.0,2024,9,4,1,29,38.1,2.19,1,301,63,-138,188,53,-35,159,48,63,6,2,ON
KP202409082231,45.97889,7.484959,1.624,603589,91926,-1624.0,2024,9,8,22,31,5.7,2.54,0,62,39,175,156,87,51,277,31,33,36,1,SS
KP202409111812,47.364288,6.915757,5.042,560503,246071,-5042.0,2024,9,11,18,12,33.5,2.59,2,101,67,174,194,85,24,325,13,60,20,2,SS
KP202409180557,46.531769,8.038788,10.0,646043,153562,-10000.0,2024,9,18,5,57,26.6,1.78,0,329,40,-57,109,57,-114,330,68,217,9,2,ON
KP202409210619,47.517978,7.551329,9.432,608489,263032,-9432.0,2024,9,21,6,19,31.5,2.34,0,277,27,-163,172,82,-64,108,47,240,32,2,SS
KP202409220221,46.363775,7.561955,6.566,609490,134718,-6566.0,2024,9,22,2,21,57.9,1.13,0,65,69,132,176,46,30,126,14,19,48,2,OT
KP202409261738,46.538527,7.854111,1.535,631871,154221,-1535.0,2024,9,26,17,38,11.5,3.47,0,72,52,104,231,40,73,153,6,35,78,1,TF
KP202410022218,47.36572,6.915374,4.994,560475,246230,-4994.0,2024,10,2,22,18,46.8,2.16,0,100,78,-158,5,69,-13,324,24,231,6,2,SS
KP202410100633,46.165758,7.058782,5.18,570660,112770,-5180.0,2024,10,10,6,33,17.4,2.66,0,262,90,-166,172,76,0,128,10,36,10,2,SS
KP202410160115,47.168881,9.981749,1.939,792778,227338,-1939.0,2024,10,16,1,15,43.5,3.12,0,292,78,-149,195,60,-14,158,30,60,12,1,ON
KP202410300022,47.892358,7.85795,11.645,631363,304739,-11645.0,2024,10,30,0,22,30.5,2.13,0,78,76,-171,345,81,-15,301,17,32,4,2,SS
KP202410300130,46.310412,8.870411,13.897,710289,129784,-13897.0,2024,10,30,1,30,30.4,1.83,0,107,52,-138,348,59,-47,313,54,49,4,2,ON
KP202411100838,46.229806,7.634922,4.382,615142,119837,-4382.0,2024,11,10,8,38,57.1,2.55,0,96,64,-98,294,27,-74,349,70,192,18,1,NF
KP202411192157,45.819188,7.125178,5.035,575634,74220,-5035.0,2024,11,19,21,57,26.9,2.69,0,19,44,-168,280,82,-47,228,37,338,24,2,SS
KP202411240234,47.661265,9.065048,4.238,722167,280224,-4238.0,2024,11,24,2,34,31.5,2.69,0,326,40,-126,189,59,-64,148,65,261,10,1,ON
KP202411280030,46.325876,7.386387,3.999,595976,130499,-3999.0,2024,11,28,0,30,19.0,2.18,0,279,73,-136,174,49,-22,146,42,41,15,2,ON
KP202412032108,47.364598,6.914934,5.334,560441,246106,-5334.0,2024,12,3,21,8,41.2,2.31,0,282,75,135,27,47,21,341,17,234,42,1,OT
KP202412091641,45.86738,7.00267,3.776,566141,79623,-3776.0,2024,12,9,16,41,44.8,2.61,0,236,74,-113,114,27,-36,118,55,344,26,2,NF
KP202412120431_1,46.047192,7.920522,7.94,637300,99632,-7940.0,2024,12,12,4,31,24.8,2.37,0,125,37,-85,299,53,-93,193,81,32,8,2,NF
KP202412130724,46.324257,7.393342,3.719,596511,130319,-3719.0,2024,12,13,7,24,30.5,2.25,0,282,70,-135,174,48,-27,147,45,43,13,2,ON
KP202412161518,46.530417,10.320743,4.864,821072,157297,-4864.0,2024,12,16,15,18,24.8,2.89,0,102,65,-122,337,40,-42,327,58,214,14,1,ON
KP202412201517,47.594285,9.08485,14.581,723810,272809,-14581.0,2024,12,20,15,17,11.2,2.36,0,128,76,-143,28,54,-17,354,36,254,14,2,ON
KP202412251958,46.179801,7.474623,6.332,602778,114260,-6332.0,2024,12,25,19,58,7.4,1.65,0,56,77,-155,320,66,-14,280,27,187,7,1,SS
KP202412252042,47.837478,7.4537,2.08,601129,298553,-2080.0,2024,12,25,20,42,58.1,2.73,0,113,83,169,204,79,7,159,3,68,13,1,SS
KP202412292226,47.834675,7.451524,2.119,600966,298241,-2119.0,2024,12,29,22,26,23.1,2.76,0,114,81,170,205,80,9,160,0,69,13,1,SS
KP202501060856,46.337028,8.542762,8.635,685010,132335,-8635.0,2025,1,6,8,56,49.3,2.32,0,266,44,-146,150,67,-52,105,52,213,14,1,ON
KP202501150411,46.524608,6.753709,3.402,547445,152820,-3402.0,2025,1,15,4,11,13.5,2.32,0,88,53,-165,349,78,-38,302,34,44,16,2,SS
KP202502080753,45.930862,7.041205,4.992,569169,86664,-4992.0,2025,2,8,7,53,7.3,2.28,1,72,63,-110,291,33,-56,305,66,176,16,2,NF
KP202502262351,45.805231,7.430421,8.071,599360,72619,-8071.0,2025,2,26,23,51,39.1,3.11,0,249,43,-89,67,47,-91,315,88,158,2,1,NF
KP202503011238,47.407923,9.647411,28.687,766693,253136,-28687.0,2025,3,1,12,38,33.8,2.91,0,308,75,-151,210,62,-17,172,31,77,8,2,SS
KP202503210205,45.804504,7.434196,7.992,599653,72539,-7992.0,2025,3,21,2,5,14.1,2.58,0,81,40,-114,292,54,-71,255,73,8,7,1,NF
KP202503261511,46.163514,7.396037,2.644,596709,112450,-2644.0,2025,3,26,15,11,57.3,2.39,0,274,28,-116,123,65,-77,58,67,203,19,1,NF
KP202503280423,47.709831,7.585948,17.085,611057,284369,-17085.0,2025,3,28,4,23,23.1,2.72,0,319,36,-121,175,60,-70,127,68,251,12,1,ON
KP202504190827,46.047326,7.92142,7.987,637370,99647,-7987.0,2025,4,19,8,27,21.2,2.6,0,313,36,-96,140,54,-86,67,80,227,9,1,NF
KP202504230621,47.773089,8.802297,8.122,702217,292280,-8122.0,2025,4,23,6,21,45.4,2.51,0,305,71,-159,208,70,-20,167,28,76,0,2,SS
KP202504271705,45.874179,6.98776,7.036,564987,80385,-7036.0,2025,4,27,17,5,19.2,2.12,0,237,68,-149,134,61,-25,97,37,4,4,1,ON
KP202504292228,47.344785,6.952362,1.193,563254,243884,-1193.0,2025,4,29,22,28,3.5,2.56,0,274,56,99,77,35,77,357,10,215,77,1,TF
KP202504300146,47.345235,6.949349,1.03,563027,243936,-1030.0,2025,4,30,1,46,7.1,2.1,0,280,56,101,81,36,74,2,10,224,76,1,TF
KP202504301901,45.807177,7.434093,8.426,599646,72836,-8426.0,2025,4,30,19,1,10.8,2.54,0,69,53,-113,284,42,-62,282,71,175,6,1,NF
KP202505041130,46.531824,7.987818,7.618,642133,153539,-7618.0,2025,5,4,11,30,13.9,3.1,0,84,79,-157,349,67,-11,309,24,215,8,1,SS
KP202505060140,45.3941,5.99641,2.998,487030,27952,-2998.0,2025,5,6,1,40,7.7,3.79,0,169,54,50,45,52,132,286,1,18,58,9,OT
KP202505121806,47.923103,7.624506,11.132,613895,308091,-11132.0,2025,5,12,18,6,0.8,2.66,0,257,62,-150,151,64,-32,113,40,204,1,2,ON
KP202505172351,46.328323,7.427655,3.485,599154,130770,-3485.0,2025,5,17,23,51,44.7,1.67,0,261,78,-160,167,71,-13,125,22,33,5,2,SS
KP202505200404,46.181818,7.460913,2.494,601719,114484,-2494.0,2025,5,20,4,4,35.1,1.52,0,97,32,-99,288,58,-84,215,76,13,13,1,NF
KP202505280250,47.13954,6.988021,11.405,565818,221050,-11405.0,2025,5,28,2,50,51.7,2.08,0,280,53,-133,158,54,-48,129,57,219,0,1,ON
KP202506091429,47.369149,6.914776,5.575,560432,246612,-5575.0,2025,6,9,14,29,18.7,2.14,2,100,66,177,191,87,24,323,15,58,18,2,SS
KP202506091429_1,47.368513,6.914627,5.565,560420,246541,-5565.0,2025,6,9,14,29,41.9,2.61,2,100,67,175,192,86,23,324,13,58,19,2,SS
KP202506230306,47.388231,6.959244,16.896,563804,248712,-16896.0,2025,6,23,3,6,8.8,1.7,0,316,61,-125,191,44,-44,176,58,70,10,2,ON
KP202507172013,46.540297,7.859879,1.546,632312,154420,-1546.0,2025,7,17,20,13,35.0,2.31,0,236,30,73,76,62,100,158,16,8,72,2,TF
KP202507211052,46.541464,7.858235,1.507,632186,154549,-1507.0,2025,7,21,10,52,16.8,4.18,0,70,59,106,221,35,65,149,13,17,71,1,TF
KP202507221551,46.540476,7.849653,1.582,631528,154436,-1582.0,2025,7,22,15,51,21.2,3.29,0,281,22,150,40,79,71,146,31,288,52,1,OT
KP202507281348,47.615794,7.824749,4.987,629030,273974,-4987.0,2025,7,28,13,48,21.4,3.08,0,309,74,-124,198,38,-27,182,49,65,22,2,ON
KP202507290942,47.615546,7.825693,5.063,629102,273946,-5063.0,2025,7,29,9,42,56.7,2.62,0,310,76,-123,199,36,-25,185,49,65,23,2,ON
KP202507300142,47.299828,8.432492,3.923,675166,239247,-3923.0,2025,7,30,1,42,35.1,2.97,0,107,65,176,198,87,25,330,15,65,20,1,SS
KP202508200046,45.879356,7.000952,1.206,566015,80955,-1206.0,2025,8,20,0,46,37.8,2.7,0,353,59,-162,253,74,-33,209,34,306,10,2,SS
KP202508210433,47.615847,7.824157,4.974,628986,273979,-4974.0,2025,8,21,4,33,41.0,1.96,0,311,77,-117,198,30,-26,190,50,62,27,2,NF
KP202508210751,46.134772,7.385117,4.122,595863,109255,-4122.0,2025,8,21,7,51,55.8,2.04,0,78,43,-100,272,47,-81,249,83,356,2,2,NF
KP202509020749,46.743125,10.532554,10.37,836378,181543,-10370.0,2025,9,2,7,49,51.8,3.78,0,107,63,117,238,37,48,177,14,60,62,1,TF
KP202509051516,47.367672,6.914851,5.456,560437,246447,-5456.0,2025,9,5,15,16,44.0,2.24,0,101,62,179,191,89,28,323,18,60,20,2,SS
KP202509090443,47.803765,9.030478,18.567,719249,296013,-18567.0,2025,9,9,4,43,4.7,2.66,0,318,58,-179,227,89,-32,178,22,277,21,2,SS
KP202510101041,46.324294,7.378798,3.782,595391,130324,-3782.0,2025,10,10,10,41,7.5,1.81,0,260,68,-151,158,63,-24,120,35,28,3,2,SS
KP202510101853,46.365506,7.566186,6.51,609815,134911,-6510.0,2025,10,10,18,53,37.9,2.17,0,56,83,168,147,78,8,102,3,11,14,2,SS
KP202510300130,46.475916,7.817734,8.192,629114,147247,-8192.0,2025,10,30,1,30,58.8,1.2,0,273,79,-161,180,72,-11,137,21,46,5,2,SS
KP202510310348,45.8954,7.010344,6.843,566754,82735,-6843.0,2025,10,31,3,48,15.7,2.1,0,240,87,169,331,79,4,286,5,195,10,2,SS
KP202511141939,45.895607,7.009423,6.495,566683,82758,-6495.0,2025,11,14,19,39,49.2,2.61,0,51,83,-172,320,82,-7,275,11,185,1,2,SS
KP202511150609,45.894429,7.010876,6.611,566795,82626,-6611.0,2025,11,15,6,9,47.1,2.67,0,61,76,-174,330,84,-14,285,14,16,6,1,SS
KP202511182332,45.894582,7.010778,6.66,566787,82643,-6660.0,2025,11,18,23,32,35.8,2.23,0,54,89,-169,324,79,-1,280,9,189,7,2,SS
KP202511190031,45.895435,7.009903,6.631,566720,82739,-6631.0,2025,11,19,0,31,47.3,2.92,0,52,90,-175,322,85,0,277,3,187,3,1,SS
KP202512030729,46.580462,8.42685,9.154,675746,159275,-9154.0,2025,12,3,7,29,48.2,2.07,0,86,86,170,177,80,4,132,4,41,10,1,SS
KP202512052354,47.391169,9.295469,6.611,740182,250585,-6611.0,2025,12,5,23,54,19.1,3.05,0,114,76,-179,23,89,-14,338,10,69,9,1,SS
KP202512091511,47.270766,9.711525,5.705,771972,238031,-5705.0,2025,12,9,15,11,41.1,2.51,0,114,28,144,236,74,67,344,25,117,55,2,OT
KP202512222210,45.91467,7.03857,7.289,568956,84865,-7289.0,2025,12,22,22,10,24.8,2.32,0,252,86,-173,161,83,-4,117,8,27,2,2,SS
KP202512310315,47.698011,7.967514,7.052,639702,283178,-7052.0,2025,12,31,3,15,40.1,2.35,1,104,62,-139,352,55,-35,321,48,227,4,2,ON
KP202601120127,47.675033,7.4697,12.65,602334,280490,-12650.0,2026,1,12,1,27,39.9,2.39,0,80,71,179,171,89,19,304,12,37,14,2,SS
KP202601120307,45.74901,6.878104,2.884,556373,66526,-2884.0,2026,1,12,3,7,42.4,2.96,0,59,38,-97,248,53,-84,185,81,334,7,1,NF
KP202601120628,45.749357,6.878506,2.858,556404,66564,-2858.0,2026,1,12,6,28,49.6,3.78,0,60,36,-97,248,54,-85,180,80,335,9,1,NF
KP202601202021,45.95265,7.73026,1.818,622612,89050,-1818.0,2026,1,20,20,21,45.9,3.6,0,238,79,159,332,69,12,286,7,193,23,1,SS
